video_id,create_time,id,like_count,parent_comment_id,reply_count,text
7456542392502521110,1736326735,7457466412790285078,1,7456542392502521110,1,Sagen wir wie‘s ist: du hast fett Glück gehabt. In ner Zeit in der die Eigenr Partei basicl. nur noch geschäftsführend regiert nachzurücken und 10k im Monat mitzunehmen ist wie ein kleiner lottogewinn
7456542392502521110,1737553810,7462736520060945174,0,7456542392502521110,0,"Die SPD ist handlungsfähig bürokratisch zu viel bla bla, und ein Ruin 3 Jahre nicht regiert"
7456542392502521110,1736577653,7458543538784600854,0,7456542392502521110,0,ihr macht keinen Urlaub? Uhr tut mir ja richtig leid
7456542392502521110,1736119509,7456576369348559638,0,7456542392502521110,6,Was macht sie SPD gut?? Warum gescheitert??
7455779082924559638,1735934385,7455781339737817878,10,7455779082924559638,5,"Die Menschen werden immer Respektloser, man merkt es grad auf Social Media.
Die eigene Unzufriedenheit wird immer öfter in Hass auf alles und jeden umgewandelt.
Traurig diese Entwicklung."
7455779082924559638,1735971402,7455940112108929814,4,7455779082924559638,1,"Wer hat angefangen mit der ganzen Hetzerei,,,,ihr drecksparteien,,,,😱😱😱"
7455779082924559638,1735956027,7455874146322187031,4,7455779082924559638,0,"Was hat das mit dem Umgang mit Frauen zu tun? So wie Du es erklärst hört es sich eher danach an als würde man auf die Abgeordnete Zielen, nicht auf die Frau. Ein Mann wäre ebenso betroffen oder? Hä?"
7455779082924559638,1735938307,7455798174869226262,5,7455779082924559638,0,"eine Lehrerin der 5 wochen vor ende des schuljahres in elternzeit/mutterschutz geht wird ja auch vertreten weil den job bis dahin jemand machen muss. ich versteh nicht wieso man sich da aufregt das ist doch in jedem anderen Beruf auch so das da irgendjemand übernimmt, nachrückt, vertritt oder einspringt ( sorry ich bin mir beim aktuellen wort grad nicht sicher)"
7455779082924559638,1735971839,7455941945355862786,3,7455779082924559638,0,"Der Bundestag hat nun mal keine Fachkräfte, dürfte auch langsam den letzten auffallen"
7455779082924559638,1736006958,7456093045612938006,2,7455779082924559638,0,"Wie man in den Wald reinruft….! Die Politik machts doch vor! Wer beleidigt die Wähler? Wer hetzt und spaltet? Gerade die SPD ist da ja ganz vorne mit dabei! Siehe Olaf und Frank-Walter, Nancy, Saskia"
7455779082924559638,1735937327,7455793960470151958,2,7455779082924559638,0,"Ich find, du (hoffe das ist okay) machst ALLES richtig! Shake it off as Taylor Swift said"
7455779082924559638,1738085884,7465021842236818198,1,7455779082924559638,1,"Bundestagsabgeordneter im Deutschen Bundestag sollen gemäß Artikel 38 Grundgesetz bei Abstimmungen dem Gewissen folgen. Dies bedeutet, dass Abgeordnete nicht an Weisungen oder Aufträge gebunden sind"
7455779082924559638,1736015872,7456131311742550806,0,7455779082924559638,0,schon ein Wunder was man so alles da rein lässt
7455779082924559638,1735979084,7455973260187648790,0,7455779082924559638,0,Vielleicht liegt es an deinem Chef.
7455779082924559638,1735978249,7455969692566569750,0,7455779082924559638,0,🤔hoffentlich hat Sie keine Strafanzeigen gestellt 😏
7455779082924559638,1735976719,7455963018595484438,0,7455779082924559638,0,Ich hoffe du machst das Ehrenamtlich
7455779082924559638,1735940597,7455808031675908866,0,7455779082924559638,1,Welcher Partei bist du u zugehörig?
7460489484434459926,1737280532,7461562868824326934,0,7460489484434459926,0,"Kein Wort zu den israelischen Geiseln, zu den entführten Frauen und Kindern, die in Terrortunneln bis heute festgehalten werden. Haben Sie das vergessen? Oder ist Ihnen diese Seite egal?"
7460489484434459926,1737033579,7460502114424128278,0,7460489484434459926,0,"Das erste Ziel muss sein die israelischen Geiseln frei zu lassen, und zwar so viele wie möglich noch am Leben. Dann kann man auch über eine langfristige Waffenruhe sprechen."
7459443381597408534,1736790089,7459456545693614870,34,7459443381597408534,1,war da nicht was mit den Herren Bill Gates bei den letzten Wahlen 🤔🤔🤔#Doppelmoral 🤣🤣🤣🤣
7459443381597408534,1736796691,7459484922949223190,20,7459443381597408534,0,Ihr redet immer von eurer Demokratie. Deutschland mischt sich auch überall ein.
7459443381597408534,1736799801,7459498237411803926,11,7459443381597408534,0,Wo wart Ihr bei Soros und Gates? Und Eure Demokratie? Und die Wirtschaft ruiniert Ihr gerade.
7459443381597408534,1736816426,7459569130187621142,7,7459443381597408534,0,Genau diese Politik braucht Deutschland. Erst China und Russland politisch verbannt. Und jetzt noch gegen USA schießen. Sehr klug🤦🏽‍♂️
7459443381597408534,1736835625,7459652061504963350,6,7459443381597408534,0,"Scholz empfiehlt Macron bei der Frankreich-Wahl, Soros unterstützt die Grünen, Gates darf in der Tagesschau sprechen. Bloß der böse Elon, der soll schweigen. Klar! Eure Demokratie? Die darf nur links?"
7459443381597408534,1736787778,7459446581244461846,5,7459443381597408534,1,😂😂😂Sagen alle Kommunisten! Musk Was dran sein!😂😂😂
7459443381597408534,1736815660,7459565892650926870,4,7459443381597408534,0,also eigentlich wird hier genau das beschrieben was Deutschland seit Jahren mit anderen Ländern macht! aber das ist etwas anderes weil es Deutschland ist! was für ein video
7459443381597408534,1736788626,7459450231928881942,4,7459443381597408534,2,"Elon untergräbt das Fundament unserer ""Demokratie"". 🙈🙄 💙‼️"
7459443381597408534,1736838652,7459664961972486934,3,7459443381597408534,0,"Rote Ideologie, was wir machen ist nicht das selbe wie die anderen machen. Sie rufen gegen Tesla auf ? Ihr Chef hat darum gebeten dass er nach Deutschland kommt"
7459443381597408534,1736794977,7459477569159627522,3,7459443381597408534,0,"Die Sozialen Netzwerke regulieren, ist das nicht irgendwo Diktatur und nicht Demokratie."
